Info_Codice,Info_IDVar,Info_Pack,Tassonomia_Famiglia,Tassonomia_Genere,Tassonomia_Specie,Tassonomia_Varieta,Classificazione_Pianta,Classificazione_Ortaggio,Classificazione_Varieta,Trapianto_Mesi,Distanze_Piante,Distanze_Piante_Range,Distanze_File,Raccolta_Min,Raccolta_Max,Raccolta_Udm,Produzione_Peso,Produzione_Range,Produzione_Udm,Booleans_Perenne,Booleans_Mezzombra,Booleans_F1,Descrizione
H151,164,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Cappuccio bionda,111111111100,25,0,40,30,60,giorni,500,0,g/unità,0,1,0,"La migliore cappuccina estiva “bionda”. Resiste perfettamente alle alte temperature ed alla salita a seme. Ha un cappuccio che a maturazione forma un cuore pieno, veramente delicato, tenero e dolce. Ottima resistenza ai marciumi basali. Ciclo colturale di circa 30/60 giorni."
H159,165,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Cappuccio rossa,111111111110,25,0,40,30,50,giorni,300,0,g/unità,0,1,0,"Affermata varietà di lattuga tipo Parella, a cappuccio aperto, dalle foglie di colore rosso intenso. Cespo voluminoso, con ottimo comportamento per raccolte primaverili e autunnali. Evitare i trapianti di luglio e agosto in pianura. Irrigare al mattino, cercando di evitare di bagnare le foglie per prevenire gli attacchi di Peronospora."
H154,163,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Cappuccio verde,111100011110,25,0,40,50,70,giorni,500,0,g/unità,0,1,0,"Lattuga a cappuccio medio-precoce per raccolte autunnali, invernali e primaverili. Pronta a 45/80 giorni dal trapianto. Varietà di facile coltivazione, con ottima resistenza alle basse temperature. Irrigare al mattino evitando di bagnare le foglie."
H150,162,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Cappuccio verde,001111110000,25,0,40,30,50,giorni,400,0,g/unità,0,1,0,"Lattuga elegante, a ciclo precoce, per raccolta dalla piena primavera a tutta l’estate. Ottima resistenza alla salita a seme. Ciclo colturale di 30/60 giorni. Ha una naturale resistenza all’afide rosso della lattuga, ciò ne facilita la coltivazione biologica."
H208,594,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Mix da pinzimonio,011111111100,20,0,40,45,60,giorni,350,0,g/unità,0,1,0,"Innovazione per gli amanti della lattuga. Piante compatte a foglia rosata e verde. Il cuore pieno, dolce e croccante è delizioso consumato in pinzimonio o condito come classiche lattughe. Ciclo di coltivazione di 45/65 giorni dal trapianto. Rosaine ha una naturale resistenza a Bremia e afide rosso della lattuga, ciò ne facilita la coltivazione con metodo biologico."
H203,190,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Mix foglia di quercia,111111111110,25,0,40,7,50,giorni,500,0,g/unità,0,1,0,"Selezione per raccolta sia da taglio che da cespo, di facile coltivazione anche in estate. Le foglie sono tenere e dolci. Ciclo colturale di circa 30/60 giorni. Dopo il taglio rivegeta rapidamente. Facile coltivazione Biologica grazie alla naturale resistenza a Bremia e afide rosso della lattuga."
H160,172,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Gentilina bionda,111111111110,25,0,40,10,50,giorni,500,0,g/unità,0,1,0,"Varietà da cespo e da taglio, facile da coltivare. Cespo aperto con foglie a bordo frastagliato, tenere e dolci. Adatte a raccolte primaverili, estive ed autunnali. Ha un ciclo colturale di circa 30/60 giorni. Impulsion è resistente alle scottature ed alla pre fioritura anche in estate, ciò ne facilita la coltivazione anche nei periodi caldi."
H170,608,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Gentilina rossa,111111111110,25,0,40,10,50,giorni,500,0,g/unità,0,1,0,"Varietà da cespo e da taglio, molto rustica. Cespo aperto con foglie a bordo frastagliato, tenere e dolci. Adatta a raccolte primaverili, estive ed autunnali. Ha un ciclo colturale di circa 30/60 giorni. Redial ha una naturale resistenza a Bremia e afide rosso della lattuga, ciò ne facilita la coltivazione con metodo biologico."
H183,175,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Ghiacciolina,111111111100,25,0,40,35,60,giorni,400,0,g/unità,0,1,0,"La tradizione che ritorna: nuova selezione di “regina dei ghiacci”, quella di una volta. Ha foglie finemente frastagliate di incredibile croccantezza e colore verde medio. Per raccolte primaverili e autunnali. Ciclo di 40-60 giorni. Evitare i trapianti di luglio e agosto in pianura. Irrigare senza bagnare le foglie."
H180,174,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Iceberg,111111111110,25,0,40,45,60,giorni,500,0,g/unità,0,1,0,"Conosciuta come la lattuga dei “grandi laghi” è una lattuga croccante buonissima da mangiare. Cespo compatto, tondo con foglie frastagliate di colore verde chiaro brillante. Adatta per raccolte durante tutto l’arco dell’anno. Ciclo colturale di 50/70 giorni. Irrigare al mattino, evitando di bagnare le foglie per prevenire gli attacchi di Peronospora."
H202,187,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Mix lollo,111111111110,20,0,40,7,50,giorni,250,0,g/unità,0,1,0,"Varietà adatte a serra e pieno campo coltivabili tutto l’anno. Le foglie sono arricciate, di un bel colore brillante. Dolci e tenerissime, sono usate anche per decorare i piatti. Ciclo colturale di circa 30/50 giorni. Trapiantare a 15-20 cm tra le piante. Concimare generosamente."
H193,181,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Mortarella,111111111100,25,0,40,45,60,giorni,300,0,g/unità,0,1,0,"Varietà tipica del territorio marchigiano- abruzzese, simile ad una piccola romana compatta. È apprezzata quasi ovunque. Ha un cuore pieno, piacevolmente tenero e croccante. Evitare i trapianti di luglio e agosto. Irrigare al mattino, evitando di bagnare le foglie per prevenire gli attacchi di Peronospora."
H161,169,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Pesciatina,111111111100,25,0,40,30,50,giorni,300,0,g/unità,0,1,0,"Varietà molto apprezzata e conosciuta nel centro Italia. Ecotipo toscano dalla foglia tenerissima e molto gustosa. Il cespo, leggermente aperto, presenta foglie bollose verdi, elegantemente variegate di rosso. Cresce velocemente e si raccoglie a 30-60 giorni dal trapianto. Peso medio 200/300 gr. Resiste all’afide rosso della lattuga."
H192,178,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Romana bionda,111111111110,25,0,40,45,60,giorni,500,0,g/unità,0,1,0,"Lattuga Romana a foglia liscia molto elegante, con foglie croccanti di colore verde biondo. La pianta è vigorosa e facile da coltivare anche nel periodo caldo estivo, grazie alla elevata resistenza alla salita a seme. Facile coltivazione Biologica grazie alla naturale resistenza a Bremia e afide rosso della lattuga."
H191,179,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Romana rossa,111111111110,25,0,40,45,60,giorni,500,0,g/unità,0,1,0,"Varietà di romana antica caratterizzata dalla tipica foglia eretta con margine da rosato a rosso. Pianta di volume medio, che si adatta al trapianto nel periodo primaverile e autunnale. In estate va raccolta appena pronta. Irrigare al mattino, cercando di non bagnare le foglie per prevenire la Peronospora."
H207,595,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Romana verde,011111111100,25,0,40,45,70,giorni,500,0,g/unità,0,1,0,"Lattuga romana molto ricercata in centro italia. Ha foglie croccanti di colore verde medio. Si adatta alla serra e al campo aperto. Facile da coltivare nei diversi terreni, è possibile trapiantarla in tutti i mesi dell’anno. Matura in 45-70 giorni dal trapianto. Irrigare al mattino, cercando di non bagnare le foglie."
H155,167,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Rossa di Trento,111111111100,25,0,40,7,45,giorni,500,0,g/unità,0,1,0,"Selezione da cespo e da lattughino, con pianta molto rustica e vigorosa. Foglie tenere e gustose, color verde chiaro con bordi rossicci. Adatta per raccolte dalla primavera all’autunno. Ciclo di coltivazione di circa 30/60 giorni dal trapianto. Irrigare possibilmente al mattino, cercando di evitare di bagnare le foglie."
H211,809,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Mix salanova foglia di quercia,011111111110,15,0,40,40,60,giorni,300,0,g/unità,0,1,0,"La multifoglia di quercia (mix rossa e verde), è la nuova Salanova: quella con le foglie più tenere. Condivide con le altre varietà esclusive Salanova il buon sapore e l'alta digeribilità. Grazie alle dimensioni contenute, queste varietà "salva spazio" sono ideali anche per la consociazione con altri ortaggi come per la coltivazione in vaso in balconee per i piccoli orti. Elevata resistenza a Bremia. Concimare generosamente."
H206,189,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Mix salanova a foglia liscia,111111111110,15,0,40,40,60,giorni,350,0,g/unità,0,1,0,"Multifoglia, buonissima e ad elevata digeribilità. Rapida preparazione, con un solo taglio si separano tutte le foglie. Trapiantare a circa 15 cm tra pianta e pianta. Facile coltivazione Biologica grazie alla naturale resistenza a Bremia e afide rosso della lattuga.<br> <br>COME GUSTARE TENERISSIMI LATTUGHINI DA TAGLIO <br>Ci sono lattughe della gamma Ortomio perfette per risolvere in un colpo solo alcune criticità della vita moderna. Produrre lattughino da taglio sul nostro terrazzo è facile ed unisce i grandi vantaggi “salva tempo” di avere sempre a disposizione un prodotto freschissimo, gustoso e sano a praticità e risparmio, grazie ai molteplici tagli che si possono effettuare frequentemente dalle stesse piantine.<br>• SCEGLI LE VARIETÀ CHE PREFERISCICrea a tuo piacimento il mix di lattughini che preferisci, scegliendo tra le varietà con il bollino distintivo nella guida. Potrai gustare le insalatine più tenere quando vuoi tu.<br>• ALTRE SPECIE DA UTILIZZARE NEI MIX DI INSALATINECicoria zuccherina di Trieste, Asia mix, Kale, Spinacio, Bietolina svizzera e Rucola sono eccellenti nei mix di insalatine.<br>• TRAPIANTA E COGLI GIÀ DOPO UNA SETTIMANA!Dal momento del trapianto in 5-10 giorni potremo effettuare il primo taglio. In condizioni ottimali potrai arrivare a raccogliere nuovamente fino ad altre 5- 10 volte!<br>• COME TRAPIANTAREIn una cassetta da gerani da 50 cm, si pone del terriccio Bio di buona qualità già concimato e si trapiantano 4 pack di insalatine, posizionando un pack accanto all’altro senza separare i cubetti e premendoli verso il basso nel terriccio. Per creare un mix di lattughini si possono utilizzare da 2 a 4 pack di varietà differenti nella medesima cassetta, oppure piantare una cassetta intera per varietà, che facilita la coltivazione.<br>• IRRIGAZIONEInnaffiare possibilmente al mattino, evitando eccessi e ristagni, aumentando la frequenza nei periodi caldi. Normalmente sono necessarie 2-4 irrigazioni settimanali. In inverno anche solo ogni 15 giorni.<br>• COME EFFETTUARE IL TAGLIO PER RACCOGLIERE PRIMAPer favorire un rapido ricaccio tagliare le foglioline lasciando circa 3 cm di gambo.<br>• CONCIMAZIONEDopo il terzo taglio se si vuole incrementare il raccolto è possibile nutrire le piante con un prodotto liquido Bio facilmente reperibile presso il nostro rivenditore di fiducia."
H210,666,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Mix salanova a foglia riccia,011111111110,25,0,40,30,70,giorni,500,0,g/unità,0,1,0,"L’originale multifoglia, è ora disponibile anche con foglia riccia, anch’essa gustosa e ad elevata digeribilità. La preparazione è veloce, perché con un solo taglio si separano tutte le foglie. Facile coltivazione Biologica grazie alla naturale resistenza a Bremia e afide rosso della lattuga.<br> <br>COME GUSTARE TENERISSIMI LATTUGHINI DA TAGLIO <br>Ci sono lattughe della gamma Ortomio perfette per risolvere in un colpo solo alcune criticità della vita moderna. Produrre lattughino da taglio sul nostro terrazzo è facile ed unisce i grandi vantaggi “salva tempo” di avere sempre a disposizione un prodotto freschissimo, gustoso e sano a praticità e risparmio, grazie ai molteplici tagli che si possono effettuare frequentemente dalle stesse piantine.<br>• SCEGLI LE VARIETÀ CHE PREFERISCICrea a tuo piacimento il mix di lattughini che preferisci, scegliendo tra le varietà con il bollino distintivo nella guida. Potrai gustare le insalatine più tenere quando vuoi tu.<br>• ALTRE SPECIE DA UTILIZZARE NEI MIX DI INSALATINECicoria zuccherina di Trieste, Asia mix, Kale, Spinacio, Bietolina svizzera e Rucola sono eccellenti nei mix di insalatine.<br>• TRAPIANTA E COGLI GIÀ DOPO UNA SETTIMANA!Dal momento del trapianto in 5-10 giorni potremo effettuare il primo taglio. In condizioni ottimali potrai arrivare a raccogliere nuovamente fino ad altre 5- 10 volte!<br>• COME TRAPIANTAREIn una cassetta da gerani da 50 cm, si pone del terriccio Bio di buona qualità già concimato e si trapiantano 4 pack di insalatine, posizionando un pack accanto all’altro senza separare i cubetti e premendoli verso il basso nel terriccio. Per creare un mix di lattughini si possono utilizzare da 2 a 4 pack di varietà differenti nella medesima cassetta, oppure piantare una cassetta intera per varietà, che facilita la coltivazione.<br>• IRRIGAZIONEInnaffiare possibilmente al mattino, evitando eccessi e ristagni, aumentando la frequenza nei periodi caldi. Normalmente sono necessarie 2-4 irrigazioni settimanali. In inverno anche solo ogni 15 giorni.<br>• COME EFFETTUARE IL TAGLIO PER RACCOGLIERE PRIMAPer favorire un rapido ricaccio tagliare le foglioline lasciando circa 3 cm di gambo.<br>• CONCIMAZIONEDopo il terzo taglio se si vuole incrementare il raccolto è possibile nutrire le piante con un prodotto liquido Bio."
H201,183,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Canasta super,111111111110,25,0,40,10,60,giorni,600,0,g/unità,0,1,0,"Varietà facili da coltivare. Fogliame ampio, bordato di rosso vinato molto intenso. Foglia spessa e croccante. Adatta per raccolte tutto l’anno. Ottima resistenza al caldo, agli stress ed alla salita a seme. Ciclo colturale 30/60 giorni. La varietà primaverile autunnale Voulski, ha una naturale resistenza a Bremia e afide rosso della lattuga, ciò ne facilita la coltivazione con metodo biologico."
H157,166,9,Composite,Lactuca,sativa,,Lattuga,Lattuga,Zuccherina,111111111100,20,0,40,35,50,giorni,300,0,g/unità,0,1,0,"Vera specialità detta “Zuccherina”, molto amata per la qualità e la croccantezza del suo cuore, ottimo anche in pinzimonio. Molto sana e resistente, si può coltivare facilmente tutto l’anno, ed ha buona conservabilità in campo. Irrigare al mattino, cercando di non bagnare le foglie per prevenire la Peronospora."
H556,106,12,Graminacee,Zea,mays,,Mais,Mais,Super dolce,011111000000,30,0,50,90,90,giorni,2000,0,g/mq,0,0,1,"Varietà di mais superdolce, precoce, ideale per ottenere pannocchie da consumare alla piastra con burro e sale. Lunghe 20 cm. L’irrigazione è consigliata solo in caso di siccità e al momento della formazione della pannocchia. Facilissimo da coltivare. Piantare in zona perimetrale dell’orto per evitare che ombreggino eccessivamente le specie vicine."
H254,241,6,Solanacee,Solanum,melongena,,Melanzana,Melanzana,Bianca,011111000000,40,0,100,75,75,giorni,3000,0,g,0,0,1,"Clara è indubbiamente la melanzana dal sapore più delicato in cucina. È molto apprezzata la sua capacità di essere sempre esente dal sapore amaro al consumo. Può raggiungere i 500 gr di peso, ma produce anche bacche di 200-300 gr. Per individuare il momento più corretto per raccoglierle si può agire staccando i fruttiquando si è osservato che non aumentano di volume da alcuni giorni (prima che aumenti il numero di semi)."
H241,235,6,Solanacee,Solanum,melongena,,Melanzana,Melanzana,Lunga,001111000000,40,0,100,80,80,giorni,4000,0,g,0,0,1,"Varietà tipo riminese, è la lunga e più pregiata del mercato. Frutti senza spine di 20-25 cm, con ottima conservabilità dopo la raccolta. Eccellente fritta e alla parmigiana per gli amanti del gusto deciso. Specialità. Si consiglia di concimare abbondantemente e di eliminare i primi frutti prodotti quando sono ancora di piccole dimensioni."
H253,245,6,Solanacee,Solanum,melongena,,Melanzana,Melanzana,Piccola Genovese,001111000000,40,0,100,70,70,giorni,2500,0,g/mq,0,0,1,"Questa mini melanzana, eccellenza regionale ligure, è la protagonista delle strepitose “melanzanine ripiene”, tradizionale piatto estivo. I frutti, senza spine, si raccolgono grandi come un uovo (prima che i riflessi rossastri ne evidenzino l’invecchiamento). In presenza di pochi frutti, le dimensioni aumentano. Le piccole bacche di fine stagione sono ricercate per preparare gustosi sott’olio, per la conservazione invernale."
H252,237,6,Solanacee,Solanum,melongena,,Melanzana,Melanzana,Tonda lilla,001111000000,40,0,100,85,85,giorni,4000,0,g,0,0,1,"Varietà da sempre apprezzata dagli amatori per la sua altissima qualità. Dopo il taglio e la cottura la polpa non imbrunisce. Eccezionali qualità culinarie. Gusto estremamente delicato. Si consiglia di concimare abbondantemente e di eliminare i primi frutti prodotti quando sono ancora di piccole dimensioni."
H251,236,6,Solanacee,Solanum,melongena,,Melanzana,Melanzana,Tonda ovale,001111000000,40,0,100,70,70,giorni,4000,0,g,0,0,1,"È la melanzana tonda più ricercata del mercato, per la sua precocità ed elevata produzione. I frutti sono senza spine, dalla polpa consistente, con pochissimi semi. Possono superare i 500 gr di peso. Pianta dal portamento compatto, da concimare generosamente."
H260,296,4,Cucurbitacee,Cucumis,melo,,Melone,Melone,Liscio,001111000000,80,0,150,75,75,giorni,8500,1500,g,0,0,1,"Varietà di melone a ciclo medio-precoce con buccia liscia e polpa soda, ad alto contenuto zuccherino, di colore arancio carico. Facile da coltivare con metodo biologico, grazie alla naturale resistenza alle principali malattie radicali e al mal bianco. Quando i frutti sono maturi, la buccia esternamente ingiallisce e si ef ettua la raccolta."
H259,689,4,Cucurbitacee,Cucumis,melo,,Melone,Melone,Retato con fetta,001111000000,80,0,150,65,65,giorni,6500,1500,g,0,0,1,"Il melone retato italiano più buono! Ha ciclo medio precoce. Rispetto alle altre varietà simili, è più facile da coltivare con metodo biologico, perché naturalmente resistente alle principali malattie radicali, al mal bianco ed anche agli afidi del melone."
H270,297,4,Cucurbitacee,Cucumis,melo,,Melone,Melone,Retato senza fetta,001111000000,80,0,150,70,70,giorni,6000,1000,g,0,0,1,"Varietà di grande qualità con frutto, di circa 1,5 kg, aromatica e molto zuccherina. Facile da coltivare, grazie alla naturale resistenza alle principali malattie radicali e al mal bianco. Consigliabile concimare con potassio, da quando si notano i primi frutti."
H114,663,4,Cucurbitacee,Cucumis,melo,flexuosus,Melone,Melone,Tortarello chiaro,001111000000,40,0,100,60,70,giorni,4000,1000,g,0,1,0,"Specie affiine al melone, tra le più ricercate per la sua altissima qualità e digeribilità, frutti allungati di colore verde chiaro, con la buccia rugosa. Si consuma il frutto giovane. Pianta sensibile al mal bianco, si può prevenire facilmente con lo zolfo (Bio)."
H280,617,4,Malvacee,Hibiscus,esculentus,,Okra gombo,Okra gombo,,000110000000,100,0,150,80,80,giorni,1000,0,g,0,0,0,"Sapore simile allo zucchino. Ottima stufata con il pomodoro. Si raccoglie quando è lunga 10 cm. Si adatta a qualsiasi tipo di terreno. Ama il clima caldo."
HPF43,581,1,Solanacee,Capsicum,pubescens,,Peperoncino,Peperoncino,Acrata,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Venezuela <br>Piccantezza: 30.000 gradi Shu<br>Caratteristiche: conosciuto anche come “viagra naturale”. Pianta alta più di un metro, bellissimi frutti che dal colore verde diventano neri per maturare a rosso fuoco.<br>Uso: Da provare i frutti finemente tritati nella tartare di manzo battuta al coltello con scalogno, uno spicchio d’aglio, olive verdi, acciughe, succo di limone ed un filo di olio extravergine a crudo. Ottimi essiccati."
HPF49,580,1,Solanacee,Capsicum,baccatum,,Peperoncino,Peperoncino,Aji Amarillo,001111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Perù<br>Piccantezza: 15.000 gradi Shu<br>Caratteristiche: L’aji amarillo è un sentimento, è una emozione, è una memoria! Sono migliaia di anni di cultura: l’AJI è la base della cultura Inca del Perù.<br>Uso: retrogusto fruttato, ottimi da consumare crudi o da saltare in padella ma anche per preparare salse piccanti e marmellate. Sono particolarmente gustosi, croccanti e poco piccanti. Ottimi sul pesce."
HPF44,470,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Beni Highlands,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Bolivia<br>Piccantezza: 300.000 gradi Shu<br>Caratteristiche: la pianta di questo peperoncino mette allegria solo a guardarla. E’ robusta ed estremamenteproduttiva, frutti giallo brillante a maturazione avvenuta.<br>Uso: molto piccante con pronunciato aroma fruttato. Al taglio sprigiona un profumo dolce floreale. Gustatelo semplicemente sul pane tostato con un filo di buon olio."
HPF39,479,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Bhut Jolokia,001111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: India (Assam)<br>Piccantezza: 1.000.000 gradi Shu<br>Caratteristiche: soprannominato “Ghost pepper”, peperoncino fantasma in quanto la sua piccantezza, prima si nasconde e poi si manifesta improvvisamente nella sua violenza. Frutti pendenti di colore rosso arancio di notevoli dimensioni.<br>Uso: è un Naga Morich più grande, più rugoso e più piccante."
H286,463,6,Solanacee,Capsicum,annuum,,Peperoncino,Peperoncino,Calabrese diavolicchio,011111000000,40,0,100,100,100,giorni,300,0,unità,0,0,0,"Origine: Italia<br>Piccantezza: 150.000 gradi Shu<br>Caratteristiche: la sua piccantezza è immediata e lascia a bocca aperta! La pianta è un cespuglio compatto ed è estremamente produttiva. Una moltitudine di frutti piccoli, a cornetto, lunghi circa 3 cm, che a maturazione sono di un bel rosso vivo.<br>Uso: molto utilizzato per il consumo fresco. Si usa per salse piccanti e sui piatti di pasta della tradizione mediterranea."
HPF35,485,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Carolina Reaper,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Stati Uniti (Sud Carolina)<br>Piccantezza: 1.800.000 gradi Shu<br>Caratteristiche: il suo nome si ispira ad una famosa serie horror americana: “CAROLINA REAPER”, il falciatore della Carolina. È dal novembre 2013, il peperoncino più piccante al mondo. Incrocio tra un Naga ed un Habanero rosso. I frutti in condizioni climatiche ottimali hanno la tipica coda curvata dello scorpione in attesadi falciare la preda.<br>Uso: estremamente piccante regala profumi e sapori molto fruttati. Ricorda cannella, cioccolato e ciliegia."
H29A,460,6,Solanacee,Capsicum,annuum,,Peperoncino,Peperoncino,Cayenna corto,011111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Guyana Francese<br>Piccantezza: 50.000 gradi Shu<br>Caratteristiche: pianta che produce a lungo nel tempo. Bei frutti a cornetto lunghi 10 cm. Rossi a maturazioneavvenuta.<br>Uso: peperoncino piccante usatissimo nella cucina italiana come peperoncino da consumare fresco sulla pasta o su tartine di pane bianco con formaggio light. Ottimo essiccato per la produzione di polvere e di olio piccante."
H291,447,6,Solanacee,Capsicum,annuum,,Peperoncino,Peperoncino,Cayenna lungo,011111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Guyana Francese<br>Piccantezza: 15.000 gradi Shu<br>Caratteristiche: pianta vigorosa e molto produttiva anche a lungo nel tempo. Bei frutti a cornetto lunghi 15 cm. Rossi a maturazione avvenuta.<br>Uso: peperoncino non molto piccante usatissimo nella cucina italiana come peperoncino da consumare fresco sulla pasta o su tartine di pane bianco con formaggio ligtht. Ottimo essiccato per la produzione di polvere piccante."
HPF32,464,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Cedrino,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Panama<br>Piccantezza: 50.000 gradi Shu<br>Caratteristiche: produce numerosissimi frutti di colore giallo brillante a maturazione avvenuta.<br>Uso: peperoncino molto piccante adatto in abbinamento a piatti di pesce in bianco come spaghetti alle vongole o seppie. Si distingue da tutti gli altri peperoncini per il suo deciso retrogusto di limone."
HPF27,465,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Chupetiñho,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Brasile<br>Piccantezza: 200.000 gradi Shu<br>Caratteristiche: graziosa pianta ad alberello. Produce copiosamente frutti dalla tipica forma a “ciucciotto” di colore rosso a maturazione avvenuta.<br>Uso: frutti piccanti dall’ottimo aroma e sapore. Ideale per l’essiccazione e la produzione di polveri piccanti."
HPF45,466,1,Solanacee,Capsicum,pubescens,,Peperoncino,Peperoncino,Costarica Zeta,011111110000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Costarica<br>Piccantezza: 200.000 gradi Shu<br>Caratteristiche: pianta ad alberello molto produttiva. Il frutto è un bacca piccante che a maturazione colora a rosso intenso.<br>Uso: si usa per salse piccanti e sui piatti di riso e legumi cotti. Sminuzzato o a fettine in piatti di carne arrosto o lessa."
HPF48,457,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Hot Daisy,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Giappone<br>Piccantezza: 30.000 gradi Shu<br>Caratteristiche: stupenda pianta adatta alla coltivazione in vaso. Alta fi no a 60 cm con fiori viola e foglie molto scure. A maturazione avvenuta i colori variopinti e brillanti di CAP 1546 sono unici.<br>Uso: mediamente piccante. E’ conosciuta anche come bonsai-pepper."
HPF33,475,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Fatalii,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Rep. Centrafricana<br>Piccantezza: 300.000 gradi Shu<br>Caratteristiche: è uno dei peperoncini dai frutti in assoluto più aromatici e profumati. Matura da verde a giallo brillante.<br>Uso: molto piccante, per il suo aroma di agrumi è l’ ideale su piatti di pesce e verdure ripassate in padella che ne evidenziano le note fruttate."
HPF9,458,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Fuoco della prateria,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Italia<br>Piccantezza: 50.000 gradi Shu<br>Caratteristiche: varietà di media piccantezza. Bellissima pianta adatta alla coltivazione in vaso. Frutti a cornetto disposti a mazzetto e particolarmente piccanti. I frutti maturano virando dall’arancio al rosso.<br>Uso: varietà per utilizzo in cucina; ottima anche come ornamento in giardino e sul balcone."
H722,472,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Habanero arancione,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Cuba/Caraibi<br>Piccantezza: 350.000 gradi Shu<br>Caratteristiche: forse il più famoso dei peperoncini piccanti. Il profumo è intenso, fruttato, ricorda spiagge bianche dei Caraibi. Il nome” habanero” deriva da L’ Avana, la capitale di Cuba.<br>Uso: veramente piccante ha un sapore deciso di peperone verde con note di carciofo e cardo amaro. Si usa in piccole quantità sul cioccolato o sui sughi di pomodoro."
HPF23,473,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Habanero bianco,001111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Cuba/Caraibi<br>Piccantezza: 350.000 gradi Shu<br>Caratteristiche: forse il più famoso dei peperoncini piccanti. Il profumo è intenso, fruttato, ricorda spiagge bianche dei Caraibi. Il nome” habanero” deriva da L’ Avana, la capitale di Cuba.<br>Uso: veramente piccante ha un sapore deciso di peperone verde con note di carciofo e cardo amaro. Si usa in piccole quantità sul cioccolato o sui sughi di pomodoro."
H682,474,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Habanero chocolate,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Cuba/Caraibi<br>Piccantezza: 400.000 gradi Shu<br>Caratteristiche: il più piccante e produttivo tra tutti gli habanero. Il profumo è intenso, fruttato, ricorda spiagge bianche dei Caraibi. Il nome” habanero” deriva da L’ Avana, la capitale di Cuba.<br>Uso: veramente molto piccante si abbina bene a zuppe con pomodoro e frutti di mare, flan di verdure, carbonara, grigliate e cioccolato."
H679,471,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Habanero rosso,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Cuba/Caraibi<br>Piccantezza: 350.000 gradi Shu<br>Caratteristiche: forse il più famoso dei peperoncini piccanti. Il profumo è intenso, fruttato, ricorda spiagge bianche dei Caraibi. Il nome” habanero” deriva da L’ Avana, la capitale di Cuba.<br>Uso: veramente piccante ha un sapore deciso di peperone verde con note di carciofo e cardo amaro. Si usa in piccole quantità sul cioccolato o sui sughi di pomodoro."
